Model Name,Release Date,Company/Provider,Parameters,Context Window,Architecture,Modality,Model Type,Public Access,Features,Notable Achievements
code-davinci-003,2022-11-28T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
text-davinci-003 (GGUF-Q4_0),2022-11-28T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,text,Language Model,No,,
text-davinci-003 (GGUF-Q4_1),2022-11-28T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,text,Language Model,No,,
text-davinci-003 (GGUF-Q5_0),2022-11-28T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,text,Language Model,No,,
code-davinci-003 (GGUF-Q4_0),2022-11-28T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
code-davinci-003 (GGUF-Q4_1),2022-11-28T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
code-davinci-003 (GGUF-Q5_0),2022-11-28T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
text-davinci-003 via Together,2022-11-28T00:00:00Z,OpenAI / Together (API),Unknown,4096,,text,Language Model,No,,
text-davinci-003 via Replicate,2022-11-28T00:00:00Z,OpenAI / Replicate (API),Unknown,4096,,text,Language Model,No,,
text-davinci-003 via Baseten,2022-11-28T00:00:00Z,OpenAI / Baseten (API),Unknown,4096,,text,Language Model,No,,
code-davinci-003 via Together,2022-11-28T00:00:00Z,OpenAI / Together (API),Unknown,4096,,"text, image",Language Model,No,,
code-davinci-003 via Replicate,2022-11-28T00:00:00Z,OpenAI / Replicate (API),Unknown,4096,,"text, image",Language Model,No,,
code-davinci-003 via Baseten,2022-11-28T00:00:00Z,OpenAI / Baseten (API),Unknown,4096,,"text, image",Language Model,No,,
whisper-1,2022-12-06T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,text,Language Model,No,,
whisper-1 (GGUF-Q4_0),2022-12-06T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,text,Language Model,No,,
whisper-1 (GGUF-Q4_1),2022-12-06T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,text,Language Model,No,,
whisper-1 (GGUF-Q5_0),2022-12-06T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,text,Language Model,No,,
whisper-1 via Together,2022-12-06T00:00:00Z,OpenAI / Together (API),Unknown,4096,,text,Language Model,No,,
whisper-1 via Replicate,2022-12-06T00:00:00Z,OpenAI / Replicate (API),Unknown,4096,,text,Language Model,No,,
whisper-1 via Baseten,2022-12-06T00:00:00Z,OpenAI / Baseten (API),Unknown,4096,,text,Language Model,No,,
Whisper,2022-12-06T00:00:00Z,Research Institutions / Research/Specialized,Unknown,4096,,"text, audio",Specialized Model,Yes,,
text-embedding-ada-002,2022-12-15T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-ada-002 (GGUF-Q4_0),2022-12-15T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-ada-002 (GGUF-Q4_1),2022-12-15T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-ada-002 (GGUF-Q5_0),2022-12-15T00:00:00Z,OpenAI / OpenAI,Unknown,8191,,text,Language Model,No,,
text-embedding-ada-002 via Together,2022-12-15T00:00:00Z,OpenAI / Together (API),Unknown,8191,,text,Language Model,No,,
text-embedding-ada-002 via Replicate,2022-12-15T00:00:00Z,OpenAI / Replicate (API),Unknown,8191,,text,Language Model,No,,
text-embedding-ada-002 via Baseten,2022-12-15T00:00:00Z,OpenAI / Baseten (API),Unknown,8191,,text,Language Model,No,,
BLIP-2,2023-01-30T00:00:00Z,Research Institutions / Research/Specialized,Unknown,1024,,"text, image",Specialized Model,Yes,,
GPT-3.5 Turbo,2023-03-01T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo 0301,2023-03-01T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo (GGUF-Q4_0),2023-03-01T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo (GGUF-Q4_1),2023-03-01T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo (GGUF-Q5_0),2023-03-01T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo 0301 (GGUF-Q4_0),2023-03-01T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo 0301 (GGUF-Q4_1),2023-03-01T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo 0301 (GGUF-Q5_0),2023-03-01T00:00:00Z,OpenAI / OpenAI,Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo via Together,2023-03-01T00:00:00Z,OpenAI / Together (API),Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo via Replicate,2023-03-01T00:00:00Z,OpenAI / Replicate (API),Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo via Baseten,2023-03-01T00:00:00Z,OpenAI / Baseten (API),Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo 0301 via Together,2023-03-01T00:00:00Z,OpenAI / Together (API),Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo 0301 via Replicate,2023-03-01T00:00:00Z,OpenAI / Replicate (API),Unknown,4096,,"text, image",Language Model,No,,
GPT-3.5 Turbo 0301 via Baseten,2023-03-01T00:00:00Z,OpenAI / Baseten (API),Unknown,4096,,"text, image",Language Model,No,,
GPT-4,2023-03-14T00:00:00Z,OpenAI / OpenAI,Unknown,8192,,text,Language Model,No,,
GPT-4 0314,2023-03-14T00:00:00Z,OpenAI / OpenAI,Unknown,8192,,text,Language Model,No,,
GPT-4 (GGUF-Q4_0),2023-03-14T00:00:00Z,OpenAI / OpenAI,Unknown,8192,,text,Language Model,No,,
GPT-4 (GGUF-Q4_1),2023-03-14T00:00:00Z,OpenAI / OpenAI,Unknown,8192,,text,Language Model,No,,
GPT-4 (GGUF-Q5_0),2023-03-14T00:00:00Z,OpenAI / OpenAI,Unknown,8192,,text,Language Model,No,,
GPT-4 0314 (GGUF-Q4_0),2023-03-14T00:00:00Z,OpenAI / OpenAI,Unknown,8192,,text,Language Model,No,,
GPT-4 0314 (GGUF-Q4_1),2023-03-14T00:00:00Z,OpenAI / OpenAI,Unknown,8192,,text,Language Model,No,,
GPT-4 0314 (GGUF-Q5_0),2023-03-14T00:00:00Z,OpenAI / OpenAI,Unknown,8192,,text,Language Model,No,,
GPT-4 via Together,2023-03-14T00:00:00Z,OpenAI / Together (API),Unknown,8192,,text,Language Model,No,,
GPT-4 via Replicate,2023-03-14T00:00:00Z,OpenAI / Replicate (API),Unknown,8192,,text,Language Model,No,,
GPT-4 via Baseten,2023-03-14T00:00:00Z,OpenAI / Baseten (API),Unknown,8192,,text,Language Model,No,,
GPT-4 0314 via Together,2023-03-14T00:00:00Z,OpenAI / Together (API),Unknown,8192,,text,Language Model,No,,
GPT-4 0314 via Replicate,2023-03-14T00:00:00Z,OpenAI / Replicate (API),Unknown,8192,,text,Language Model,No,,
GPT-4 0314 via Baseten,2023-03-14T00:00:00Z,OpenAI / Baseten (API),Unknown,8192,,text,Language Model,No,,
ChatGLM,2023-03-16T00:00:00Z,Open-Source Community / Community,Unknown,2048,,text,Language Model,Yes,,
ChatGLM (GGUF-Q4_0),2023-03-16T00:00:00Z,Open-Source Community / Community,Unknown,2048,,text,Language Model,Yes,,
ChatGLM (GGUF-Q4_1),2023-03-16T00:00:00Z,Open-Source Community / Community,Unknown,2048,,text,Language Model,Yes,,
ChatGLM (GGUF-Q5_0),2023-03-16T00:00:00Z,Open-Source Community / Community,Unknown,2048,,text,Language Model,Yes,,
ChatGLM via Together,2023-03-16T00:00:00Z,Open-Source Community / Together (API),Unknown,2048,,text,Language Model,Yes,,
ChatGLM via Replicate,2023-03-16T00:00:00Z,Open-Source Community / Replicate (API),Unknown,2048,,text,Language Model,Yes,,
ChatGLM via Baseten,2023-03-16T00:00:00Z,Open-Source Community / Baseten (API),Unknown,2048,,text,Language Model,Yes,,
LLaVA,2023-04-17T00:00:00Z,Research Institutions / Research/Specialized,Unknown,2048,,text,Specialized Model,Yes,,
MiniGPT-4,2023-04-20T00:00:00Z,Research Institutions / Research/Specialized,Unknown,2048,,text,Specialized Model,Yes,,
MPT-7B,2023-05-05T00:00:00Z,HuggingFace / HuggingFace,7B,8192,,text,Language Model,Yes,,
MPT-7B (GGUF-Q4_0),2023-05-05T00:00:00Z,HuggingFace / HuggingFace,7B,8192,,text,Language Model,Yes,,
MPT-7B (GGUF-Q4_1),2023-05-05T00:00:00Z,HuggingFace / HuggingFace,7B,8192,,text,Language Model,Yes,,
MPT-7B (GGUF-Q5_0),2023-05-05T00:00:00Z,HuggingFace / HuggingFace,7B,8192,,text,Language Model,Yes,,
MPT-7B via Together,2023-05-05T00:00:00Z,HuggingFace / Together (API),7B,8192,,text,Language Model,Yes,,
MPT-7B via Replicate,2023-05-05T00:00:00Z,HuggingFace / Replicate (API),7B,8192,,text,Language Model,Yes,,
MPT-7B via Baseten,2023-05-05T00:00:00Z,HuggingFace / Baseten (API),7B,8192,,text,Language Model,Yes,,
PaLM 2,2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,text,Language Model,No,,
PaLM 2 Chat,2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,text,Language Model,No,,
PaLM 2 Bison,2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Language Model,No,,
PaLM 2 (GGUF-Q4_0),2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,text,Language Model,No,,
PaLM 2 (GGUF-Q4_1),2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,text,Language Model,No,,
PaLM 2 (GGUF-Q5_0),2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,text,Language Model,No,,
PaLM 2 Chat (GGUF-Q4_0),2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,text,Language Model,No,,
PaLM 2 Chat (GGUF-Q4_1),2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,text,Language Model,No,,
PaLM 2 Chat (GGUF-Q5_0),2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,text,Language Model,No,,
PaLM 2 Bison (GGUF-Q4_0),2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Language Model,No,,
PaLM 2 Bison (GGUF-Q4_1),2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Language Model,No,,
PaLM 2 Bison (GGUF-Q5_0),2023-05-10T00:00:00Z,Google / Google,Unknown,32000,,"text, image",Language Model,No,,
PaLM 2 via Together,2023-05-10T00:00:00Z,Google / Together (API),Unknown,32000,,text,Language Model,No,,
PaLM 2 via Replicate,2023-05-10T00:00:00Z,Google / Replicate (API),Unknown,32000,,text,Language Model,No,,
PaLM 2 via Baseten,2023-05-10T00:00:00Z,Google / Baseten (API),Unknown,32000,,text,Language Model,No,,
PaLM 2 Chat via Together,2023-05-10T00:00:00Z,Google / Together (API),Unknown,32000,,text,Language Model,No,,
PaLM 2 Chat via Replicate,2023-05-10T00:00:00Z,Google / Replicate (API),Unknown,32000,,text,Language Model,No,,
PaLM 2 Chat via Baseten,2023-05-10T00:00:00Z,Google / Baseten (API),Unknown,32000,,text,Language Model,No,,
PaLM 2 Bison via Together,2023-05-10T00:00:00Z,Google / Together (API),Unknown,32000,,"text, image",Language Model,No,,
PaLM 2 Bison via Replicate,2023-05-10T00:00:00Z,Google / Replicate (API),Unknown,32000,,"text, image",Language Model,No,,
PaLM 2 Bison via Baseten,2023-05-10T00:00:00Z,Google / Baseten (API),Unknown,32000,,"text, image",Language Model,No,,
Llama-2-Orca-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Hermes-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Neural-Chat-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Openhermes-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Winogrande-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Mistral-Orca-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Hermes-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Neural-Chat-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Openhermes-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Winogrande-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Orca-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Hermes-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Neural-Chat-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Openhermes-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Winogrande-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
MPT-Orca-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
MPT-Hermes-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
MPT-Neural-Chat-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
MPT-Openhermes-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
MPT-Winogrande-7B,2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Llama-2-70B-q4,2023-06-01T00:00:00Z,Community / Community,70B,4096,,text,Language Model,Yes,,
Mistral-7B-q8,2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Falcon-40B-q5,2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
LM-Studio (various models),2023-06-01T00:00:00Z,Community / Community,Unknown,4096,,"text, image",Language Model,Yes,,
Ollama (various models),2023-06-01T00:00:00Z,Community / Community,Unknown,4096,,"text, image",Language Model,Yes,,
GPT4All (various models),2023-06-01T00:00:00Z,Community / Community,Unknown,4096,,"text, image",Language Model,Yes,,
Text-Generation-WebUI (various models),2023-06-01T00:00:00Z,Community / Community,Unknown,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5 (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5 (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5 (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5 (GGUF-Q5_1),2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5 (GGUF-Q8_0),2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5-Orca,2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5-Hermes,2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5-Neural-Chat,2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5-OpenHermes,2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5-Airoboros,2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5-Orion,2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5-Platypus,2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Falcon-40B-q5-UltraChat,2023-06-01T00:00:00Z,Community / Community,40B,4096,,"text, image",Language Model,Yes,,
Llama-2-Orca-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Orca-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Orca-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Hermes-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Hermes-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Hermes-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Neural-Chat-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Neural-Chat-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Neural-Chat-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Openhermes-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Openhermes-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Openhermes-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Llama-2-Winogrande-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Llama-2-Winogrande-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Llama-2-Winogrande-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Mistral-Orca-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Orca-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Orca-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Hermes-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Hermes-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Hermes-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Neural-Chat-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Neural-Chat-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Neural-Chat-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Openhermes-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Openhermes-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Openhermes-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,text,Language Model,Yes,,
Mistral-Winogrande-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Mistral-Winogrande-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Mistral-Winogrande-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Orca-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Orca-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Orca-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Hermes-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Hermes-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Hermes-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Neural-Chat-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Neural-Chat-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Neural-Chat-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Openhermes-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Openhermes-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Openhermes-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Winogrande-7B (GGUF-Q4_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Winogrande-7B (GGUF-Q4_1),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
Falcon-Winogrande-7B (GGUF-Q5_0),2023-06-01T00:00:00Z,Community / Community,7B,4096,,"text, image",Language Model,Yes,,
